case,detector,G1,G2,G3,G4,G5,G6,G7
C007,det8,3069955990000.0,13566438400000.0,528842660000000.0,1148017650000000.0,1.36221587e+16,3532767800000000.0,5.8140563e+16
C007,det9,3072543470000.0,13563076200000.0,528309540000000.0,1147026400000000.0,1.3659558e+16,3546698700000000.0,5.8352128e+16
C007,det10,3076971710000.0,13541354600000.0,528024630000000.0,1146606370000000.0,1.37257761e+16,3571266900000000.0,5.8742886e+16
C007,det11,3066138080000.0,13551218900000.0,528328100000000.0,1146064350000000.0,1.37844981e+16,3594243300000000.0,5.9093317e+16
C007,det12,3067202560000.0,13520757000000.0,528021170000000.0,1145485410000000.0,1.38394757e+16,3614194100000000.0,5.9409289e+16
C007,det13,3073168970000.0,13550230400000.0,527740090000000.0,1145532100000000.0,1.38892296e+16,3631691300000000.0,5.9684485e+16
C007,det14,3064845910000.0,13546137200000.0,527621720000000.0,1145064370000000.0,1.3937086e+16,3648301400000000.0,5.9964766e+16
C007,det15,3067015400000.0,13558368600000.0,528211290000000.0,1146051650000000.0,1.4022895e+16,3681842300000000.0,6.0453007e+16
C007,det16,3060412860000.0,13567844300000.0,528338110000000.0,1145615570000000.0,1.4103101e+16,3711811800000000.0,6.091681e+16
C007,det17,3073913190000.0,13563035400000.0,528669810000000.0,1146409530000000.0,1.41781288e+16,3739053900000000.0,6.1334828e+16
C007,det18,3078195110000.0,13555957300000.0,528819630000000.0,1146838930000000.0,1.42489826e+16,3765043700000000.0,6.1730585e+16
C007,det19,3070949310000.0,13599360100000.0,529716250000000.0,1147526830000000.0,1.43187972e+16,3790711700000000.0,6.2121494e+16
C007,det20,3080812200000.0,13609908200000.0,529952630000000.0,1148624530000000.0,1.43838546e+16,3814095400000000.0,6.2479718e+16
C007,det21,3084634970000.0,13639334000000.0,531930490000000.0,1151416720000000.0,1.45048701e+16,3861070700000000.0,6.3161707e+16
C007,det22,3096495830000.0,13655871800000.0,533296110000000.0,1153490360000000.0,1.46277716e+16,3903071300000000.0,6.3811411e+16
C007,det23,3111060130000.0,13723701000000.0,536483960000000.0,1159042040000000.0,1.48002059e+16,3965298300000000.0,6.4719737e+16
C007,det24,3131206230000.0,13825708700000.0,541283520000000.0,1166777360000000.0,1.50227826e+16,4045115000000000.0,6.5865543e+16
C007,det25,3149972940000.0,13933578600000.0,545478020000000.0,1175089050000000.0,1.52418204e+16,4120810800000000.0,6.6942953e+16
C008,det0,2798642380000.0,12318122600000.0,477227640000000.0,1038314210000000.0,1.24673912e+16,3292523100000000.0,5.4942298e+16
C008,det1,2798225140000.0,12336611300000.0,477742680000000.0,1039327320000000.0,1.25100866e+16,3305430500000000.0,5.5150401e+16
C008,det2,2789763660000.0,12312024500000.0,476729930000000.0,1037675750000000.0,1.25492612e+16,3321995200000000.0,5.541556e+16
C008,det3,2788021570000.0,12276794900000.0,476350520000000.0,1035987400000000.0,1.25850969e+16,3335175400000000.0,5.5627614e+16
C008,det4,2782216390000.0,12275770400000.0,475925470000000.0,1034566040000000.0,1.26159229e+16,3346559100000000.0,5.5822121e+16
C008,det5,2772338450000.0,12270423900000.0,475243110000000.0,1034194900000000.0,1.26470015e+16,3357495800000000.0,5.6002521e+16
C008,det6,2774970410000.0,12280918900000.0,475166160000000.0,1032923220000000.0,1.26724753e+16,3366898200000000.0,5.6152124e+16
C008,det7,2773950410000.0,12232978400000.0,474684000000000.0,1032203330000000.0,1.27033408e+16,3379453000000000.0,5.6357128e+16
C008,det8,2780865170000.0,12251725500000.0,474375840000000.0,1031130060000000.0,1.2737362e+16,3392688100000000.0,5.6561222e+16
C008,det9,2770195870000.0,12237581400000.0,473663540000000.0,1030581290000000.0,1.27697676e+16,3404515600000000.0,5.6761193e+16
C008,det10,2774215250000.0,12241975200000.0,473321740000000.0,1029764560000000.0,1.28274111e+16,3426913700000000.0,5.7109622e+16
C008,det11,2775499660000.0,12213233800000.0,473251930000000.0,1029129840000000.0,1.28811309e+16,3446240900000000.0,5.7428929e+16
C008,det12,2762474400000.0,12242120900000.0,473084450000000.0,1028140330000000.0,1.29259204e+16,3463538200000000.0,5.7705774e+16
C008,det13,2769143580000.0,12197091200000.0,472793940000000.0,1028530950000000.0,1.29697722e+16,3480522500000000.0,5.7955612e+16
C008,det14,2772924330000.0,12213216400000.0,473012500000000.0,1028122050000000.0,1.3011324e+16,3495447900000000.0,5.8199557e+16
C008,det15,2789489750000.0,12204783500000.0,472995550000000.0,1027650950000000.0,1.30853342e+16,3526115700000000.0,5.8659493e+16
C008,det16,2769666290000.0,12222625500000.0,473163720000000.0,1027788320000000.0,1.31566384e+16,3552734000000000.0,5.9070146e+16
C008,det17,2781825940000.0,12223807500000.0,473033730000000.0,1027875230000000.0,1.32224973e+16,3576961400000000.0,5.9456733e+16
C008,det18,2764362610000.0,12240769600000.0,473848930000000.0,1029079970000000.0,1.32856323e+16,3601247500000000.0,5.9819441e+16
C008,det19,2778532430000.0,12246049000000.0,474155890000000.0,1029124230000000.0,1.334348e+16,3624780600000000.0,6.0170675e+16
C008,det20,2780996060000.0,12270045200000.0,474388060000000.0,1030349160000000.0,1.3404248e+16,3646426100000000.0,6.0500088e+16
C008,det21,2787235270000.0,12268965100000.0,475271400000000.0,1031682930000000.0,1.35151094e+16,3688289000000000.0,6.1129822e+16
C008,det22,2785060550000.0,12305885000000.0,476542930000000.0,1033568030000000.0,1.36216448e+16,3728905900000000.0,6.1728237e+16
C008,det23,2792527880000.0,12331684900000.0,477871890000000.0,1036317700000000.0,1.37733532e+16,3785264900000000.0,6.2559143e+16
C008,det24,2807277560000.0,12369726100000.0,481184840000000.0,1042160050000000.0,1.397184e+16,3856692500000000.0,6.3606226e+16
C008,det25,2842378680000.0,12487555800000.0,484774120000000.0,1049083650000000.0,1.41646591e+16,3925768900000000.0,6.4608187e+16
C009,det0,2547358230000.0,11230321600000.0,433157627000000.0,942258100000000.0,1.17345811e+16,3176371600000000.0,5.3691134e+16
C009,det1,2556731300000.0,11226585600000.0,433023494000000.0,942862840000000.0,1.17679888e+16,3188058000000000.0,5.3867333e+16
C009,det2,2557554620000.0,11244937300000.0,432238409000000.0,941340320000000.0,1.18009352e+16,3201545900000000.0,5.4102506e+16
C009,det3,2542928060000.0,11198145700000.0,431307230000000.0,939573100000000.0,1.18321755e+16,3213957800000000.0,5.4295951e+16
C009,det4,2541186800000.0,11199531800000.0,431294346000000.0,938529670000000.0,1.18589857e+16,3223540400000000.0,5.4463448e+16
C009,det5,2540135390000.0,11190939300000.0,430899072000000.0,937840110000000.0,1.18825574e+16,3233361500000000.0,5.4620189e+16
C009,det6,2546322720000.0,11171816600000.0,430272311000000.0,936964360000000.0,1.19054526e+16,3242046700000000.0,5.4766849e+16
C009,det7,2535435980000.0,11147403500000.0,430089251000000.0,936342290000000.0,1.19311377e+16,3252295400000000.0,5.4930409e+16
C009,det8,2523401990000.0,11175926600000.0,429884640000000.0,935391480000000.0,1.19629736e+16,3263401000000000.0,5.5125059e+16
C009,det9,2532710880000.0,11138903200000.0,429350111000000.0,935026630000000.0,1.19901091e+16,3275502100000000.0,5.5309858e+16
C009,det10,2522082180000.0,11144930000000.0,428983179000000.0,933550690000000.0,1.20400707e+16,3294804900000000.0,5.5620163e+16
C009,det11,2524799560000.0,11135462800000.0,428754671000000.0,933113250000000.0,1.20848165e+16,3312932200000000.0,5.5898718e+16
C009,det12,2522479470000.0,11167471400000.0,428954250000000.0,932699320000000.0,1.21241923e+16,3327652400000000.0,5.6151778e+16
C009,det13,2530086470000.0,11128253100000.0,428751017000000.0,932413210000000.0,1.21617724e+16,3342460900000000.0,5.6392631e+16
C009,det14,2530882710000.0,11131350700000.0,428588331000000.0,931737900000000.0,1.22003884e+16,3357001600000000.0,5.6610637e+16
C009,det15,2521798120000.0,11129243900000.0,428427571000000.0,931369830000000.0,1.22666565e+16,3383446600000000.0,5.7013434e+16
C009,det16,2525142270000.0,11150777100000.0,428020790000000.0,930972720000000.0,1.23259484e+16,3407780300000000.0,5.7401789e+16
C009,det17,2532908450000.0,11134335500000.0,428614582000000.0,931985050000000.0,1.23836456e+16,3429788200000000.0,5.7748566e+16
C009,det18,2525272800000.0,11135206700000.0,428232512000000.0,932243040000000.0,1.24416163e+16,3452139900000000.0,5.8080573e+16
C009,det19,2523888420000.0,11170184400000.0,428880532000000.0,932263080000000.0,1.24940364e+16,3472984200000000.0,5.8407725e+16
C009,det20,2530191730000.0,11142742500000.0,429095961000000.0,932645430000000.0,1.25481885e+16,3493155600000000.0,5.8716428e+16
C009,det21,2531114410000.0,11144953000000.0,429345177000000.0,933339920000000.0,1.26460081e+16,3530813200000000.0,5.9296024e+16
C009,det22,2526242250000.0,11168391600000.0,430409206000000.0,935307550000000.0,1.27398975e+16,3568659700000000.0,5.9846599e+16
C009,det23,2533698370000.0,11222947100000.0,432259634000000.0,938291110000000.0,1.28769797e+16,3619893000000000.0,6.0609635e+16
C009,det24,2552198230000.0,11276749800000.0,434806727000000.0,942231850000000.0,1.30557103e+16,3686414100000000.0,6.15879e+16
C009,det25,2561469040000.0,11325680900000.0,437229014000000.0,947421010000000.0,1.32292999e+16,3749537300000000.0,6.2516672e+16
C010,det0,2350235510000.0,10321619100000.0,395653265000000.0,861573180000000.0,1.1078726e+16,3068142400000000.0,5.2527658e+16
C010,det1,2354219560000.0,10304980600000.0,395721745000000.0,862045760000000.0,1.11056108e+16,3077227800000000.0,5.2678533e+16
C010,det2,2349410470000.0,10330976200000.0,395463756000000.0,860634500000000.0,1.11349472e+16,3089665600000000.0,5.2881986e+16
C010,det3,2331612790000.0,10286726400000.0,394549299000000.0,859211240000000.0,1.11626412e+16,3100570500000000.0,5.3060365e+16
C010,det4,2337938930000.0,10279500900000.0,394504270000000.0,858162040000000.0,1.11840986e+16,3109818200000000.0,5.320174e+16
C010,det5,2328618420000.0,10286012000000.0,393838506000000.0,857319110000000.0,1.12050621e+16,3117374200000000.0,5.3348594e+16
C010,det6,2327781610000.0,10278779800000.0,393747875000000.0,856634960000000.0,1.12218875e+16,3124946300000000.0,5.3476209e+16
C010,det7,2325472470000.0,10284618100000.0,393490840000000.0,855736340000000.0,1.12475497e+16,3134786100000000.0,5.3617053e+16
C010,det8,2331840610000.0,10248907200000.0,393140784000000.0,854920210000000.0,1.12725937e+16,3145599500000000.0,5.3807757e+16
C010,det9,2334361550000.0,10257935700000.0,392911798000000.0,854675830000000.0,1.12968841e+16,3155339900000000.0,5.3952864e+16
C010,det10,2327582860000.0,10213338100000.0,391868621000000.0,853005960000000.0,1.1339734e+16,3172266300000000.0,5.4244417e+16
C010,det11,2323207240000.0,10254659700000.0,392092139000000.0,852543210000000.0,1.13786276e+16,3188025900000000.0,5.4496895e+16
C010,det12,2325391200000.0,10191896900000.0,392045253000000.0,852122710000000.0,1.14142745e+16,3201734100000000.0,5.4723124e+16
C010,det13,2320003900000.0,10207466000000.0,391871381000000.0,852075000000000.0,1.14478841e+16,3215664300000000.0,5.494343e+16
C010,det14,2329846250000.0,10219470200000.0,391597622000000.0,851411870000000.0,1.14796318e+16,3229241000000000.0,5.5151078e+16
C010,det15,2328041820000.0,10227329000000.0,391190190000000.0,850912590000000.0,1.15392736e+16,3253225500000000.0,5.5525361e+16
C010,det16,2322253110000.0,10220593800000.0,391329870000000.0,850724990000000.0,1.15918e+16,3273949100000000.0,5.5869979e+16
C010,det17,2328035790000.0,10216087800000.0,391126660000000.0,850658450000000.0,1.1645042e+16,3295108000000000.0,5.6192459e+16
C010,det18,2324868930000.0,10229251000000.0,391875257000000.0,851498380000000.0,1.1694237e+16,3314687200000000.0,5.6496995e+16
C010,det19,2319172720000.0,10231331100000.0,391857113000000.0,851358090000000.0,1.174266e+16,3334670300000000.0,5.6793185e+16
C010,det20,2325506780000.0,10228542400000.0,392378157000000.0,852002770000000.0,1.17899519e+16,3353356700000000.0,5.7081598e+16
C010,det21,2325158090000.0,10249564400000.0,392371633000000.0,852418240000000.0,1.18783473e+16,3387671600000000.0,5.7609029e+16
C010,det22,2328025550000.0,10271855600000.0,393532968000000.0,853958870000000.0,1.1964829e+16,3421193800000000.0,5.8127328e+16
C010,det23,2334023330000.0,10307294300000.0,394124060000000.0,855823570000000.0,1.20861429e+16,3469791600000000.0,5.8844612e+16
C010,det24,2349046260000.0,10305112800000.0,396184087000000.0,859194830000000.0,1.22481366e+16,3531768800000000.0,5.9745419e+16
C010,det25,2362287340000.0,10356114400000.0,398634113000000.0,863997080000000.0,1.24037881e+16,3589236400000000.0,6.060448e+16
C011,det0,2176176540000.0,9547910600000.0,364494128000000.0,793066110000000.0,1.04901497e+16,2966308500000000.0,5.1422022e+16
C011,det1,2162357150000.0,9532863800000.0,364215430000000.0,792232830000000.0,1.05109993e+16,2975291000000000.0,5.1567215e+16
C011,det2,2156833940000.0,9513936000000.0,363804869000000.0,791226600000000.0,1.05358327e+16,2984629300000000.0,5.173803e+16
C011,det3,2157849280000.0,9519175900000.0,363003735000000.0,790205300000000.0,1.05586985e+16,2993544100000000.0,5.189302e+16
C011,det4,2153193660000.0,9494183700000.0,362915402000000.0,789136520000000.0,1.05768211e+16,3001944200000000.0,5.2025184e+16
C011,det5,2158195990000.0,9516231600000.0,362641028000000.0,788475170000000.0,1.05944168e+16,3009835800000000.0,5.2163918e+16
C011,det6,2168161540000.0,9502784400000.0,362629096000000.0,788118650000000.0,1.061307e+16,3015078800000000.0,5.2263087e+16
C011,det7,2152667710000.0,9482089600000.0,362065939000000.0,787549490000000.0,1.06332526e+16,3025774900000000.0,5.2415054e+16
C011,det8,2152241850000.0,9465079700000.0,361450833000000.0,786458540000000.0,1.06544875e+16,3033610800000000.0,5.2563871e+16
C011,det9,2145642710000.0,9454501300000.0,361516617000000.0,785862510000000.0,1.06756436e+16,3043319500000000.0,5.2705408e+16
C011,det10,2142481800000.0,9478518800000.0,361359404000000.0,784776520000000.0,1.07133872e+16,3058109200000000.0,5.2967338e+16
C011,det11,2147412290000.0,9452334200000.0,360937397000000.0,784124010000000.0,1.07473686e+16,3073071500000000.0,5.319479e+16
C011,det12,2154934940000.0,9457516100000.0,360423618000000.0,783798680000000.0,1.0779462e+16,3084973400000000.0,5.3407e+16
C011,det13,2143765410000.0,9438527800000.0,360215076000000.0,783060650000000.0,1.08085795e+16,3098827700000000.0,5.3605538e+16
C011,det14,2148440280000.0,9442054600000.0,360229923000000.0,782823740000000.0,1.08367701e+16,3109347900000000.0,5.3794917e+16
C011,det15,2135006270000.0,9431427100000.0,360047444000000.0,782554680000000.0,1.08879048e+16,3131002000000000.0,5.4132951e+16
C011,det16,2151827880000.0,9477312100000.0,360187936000000.0,782550050000000.0,1.0937697e+16,3150872000000000.0,5.4447286e+16
C011,det17,2152790200000.0,9434266800000.0,360244799000000.0,782059830000000.0,1.09877767e+16,3170369900000000.0,5.4752214e+16
C011,det18,2148312190000.0,9462281300000.0,360222838000000.0,782419370000000.0,1.10301074e+16,3189871600000000.0,5.5040457e+16
C011,det19,2133530560000.0,9419952200000.0,360411045000000.0,782488050000000.0,1.10702979e+16,3206956400000000.0,5.5308219e+16
C011,det20,2140744280000.0,9429459400000.0,360561659000000.0,782616190000000.0,1.11152894e+16,3223456700000000.0,5.5581035e+16
C011,det21,2148861710000.0,9457389800000.0,360584131000000.0,783335140000000.0,1.11937626e+16,3255684600000000.0,5.6079532e+16
C011,det22,2152832670000.0,9457397900000.0,361468565000000.0,784216690000000.0,1.12718367e+16,3285625400000000.0,5.6555097e+16
C011,det23,2156509580000.0,9509321500000.0,362168828000000.0,786037700000000.0,1.13844303e+16,3331496500000000.0,5.7214095e+16
C011,det24,2167115620000.0,9539747100000.0,363616474000000.0,789011040000000.0,1.15305012e+16,3388608100000000.0,5.8064286e+16
C011,det25,2175763930000.0,9572334700000.0,365769284000000.0,793072690000000.0,1.16714639e+16,3442757700000000.0,5.886058e+16
C012,det0,2015479230000.0,8854211100000.0,337115944000000.0,732636490000000.0,9952213300000000.0,2870308070000000.0,5.0382067e+16
C012,det1,2014345770000.0,8849825600000.0,337179003000000.0,732764680000000.0,9972437200000000.0,2877734140000000.0,5.0498987e+16
C012,det2,2010038550000.0,8845592400000.0,336774242000000.0,731691170000000.0,9992972600000000.0,2887009930000000.0,5.0661559e+16
C012,det3,2003827340000.0,8852259400000.0,336199705000000.0,730934750000000.0,1.00118353e+16,2894402760000000.0,5.0797213e+16
C012,det4,2019681790000.0,8836997300000.0,336036748000000.0,729736720000000.0,1.00301056e+16,2901315190000000.0,5.092391e+16
C012,det5,2002437250000.0,8834930500000.0,335345592000000.0,729064670000000.0,1.00452714e+16,2908506240000000.0,5.1029635e+16
C012,det6,1991542380000.0,8829883400000.0,335194146000000.0,728389190000000.0,1.0059408e+16,2914136710000000.0,5.1137273e+16
C012,det7,1987996710000.0,8772546700000.0,334839560000000.0,727722310000000.0,1.00771993e+16,2922146400000000.0,5.1264752e+16
C012,det8,2007717110000.0,8815722100000.0,334905341000000.0,727346170000000.0,1.00977364e+16,2930073900000000.0,5.1406573e+16
C012,det9,1999102840000.0,8789993600000.0,334600506000000.0,726485990000000.0,1.01166619e+16,2937798800000000.0,5.1532967e+16
C012,det10,1987388130000.0,8781737600000.0,334164026000000.0,725710650000000.0,1.01485814e+16,2951751800000000.0,5.1781299e+16
C012,det11,2007808670000.0,8799027900000.0,333958275000000.0,724898770000000.0,1.01789256e+16,2965099700000000.0,5.1978079e+16
C012,det12,1998489090000.0,8790199100000.0,333764873000000.0,724500740000000.0,1.0206815e+16,2977553800000000.0,5.2182836e+16
C012,det13,1999242050000.0,8769173000000.0,333558089000000.0,724150890000000.0,1.02337423e+16,2987588300000000.0,5.2361829e+16
C012,det14,1986073740000.0,8785464200000.0,333423818000000.0,723913750000000.0,1.02593826e+16,2999062600000000.0,5.2531283e+16
C012,det15,1983997570000.0,8757280700000.0,333174480000000.0,723429670000000.0,1.0305154e+16,3018914300000000.0,5.2843434e+16
C012,det16,1993657740000.0,8763460300000.0,332994710000000.0,722787260000000.0,1.03492514e+16,3037188000000000.0,5.3139829e+16
C012,det17,1991457220000.0,8764011800000.0,333461280000000.0,723302380000000.0,1.03909419e+16,3055545400000000.0,5.3414132e+16
C012,det18,1997243320000.0,8782434100000.0,333338967000000.0,723555540000000.0,1.04299317e+16,3071745000000000.0,5.3679886e+16
C012,det19,1985958220000.0,8755366200000.0,333330488000000.0,723493830000000.0,1.04679487e+16,3088200900000000.0,5.3929897e+16
C012,det20,1990347070000.0,8777295400000.0,333512923000000.0,723698530000000.0,1.05075307e+16,3102997600000000.0,5.4176034e+16
C012,det21,1998541020000.0,8784630400000.0,333758590000000.0,724494690000000.0,1.05801416e+16,3133291000000000.0,5.4645456e+16
C012,det22,1995569900000.0,8775219200000.0,334168884000000.0,725072660000000.0,1.06521801e+16,3161925700000000.0,5.5082825e+16
C012,det23,1998909690000.0,8833715500000.0,335070786000000.0,726094300000000.0,1.0754087e+16,3203599800000000.0,5.5710755e+16
C012,det24,2003551350000.0,8824477200000.0,336277275000000.0,729395630000000.0,1.08871167e+16,3255196600000000.0,5.6498449e+16
C012,det25,2019051000000.0,8871495100000.0,337981514000000.0,732467940000000.0,1.10162594e+16,3307255800000000.0,5.7246952e+16
D001,det0,16341720000000.0,75972721000000.0,3282113230000000.0,4692899300000000.0,2.39036658e+16,4939438100000000.0,7.4780292e+16
D001,det1,16242743200000.0,75322108000000.0,3246519060000000.0,4753986300000000.0,2.45434454e+16,5076382300000000.0,7.6847956e+16
D001,det2,16373547000000.0,75750382000000.0,3263287560000000.0,4781387900000000.0,2.48378313e+16,5150362400000000.0,7.7970812e+16
D001,det3,16418999700000.0,76209411000000.0,3281164720000000.0,4805546500000000.0,2.50812341e+16,5212280400000000.0,7.8890992e+16
D001,det4,16538303500000.0,76731764000000.0,3299368350000000.0,4827795400000000.0,2.52755925e+16,5262975400000000.0,7.9645571e+16
D001,det5,16616143800000.0,77054842000000.0,3318135280000000.0,4849294200000000.0,2.54379637e+16,5303599400000000.0,8.0270582e+16
D001,det6,16713311900000.0,77586902000000.0,3337803710000000.0,4869941300000000.0,2.55859254e+16,5341233100000000.0,8.0837424e+16
D001,det7,16828855800000.0,78143701000000.0,3362851980000000.0,4897077200000000.0,2.57620495e+16,5386128600000000.0,8.1508135e+16
D001,det8,17016635800000.0,78973240000000.0,3396558160000000.0,4928057500000000.0,2.59425647e+16,5433988300000000.0,8.2206753e+16
D001,det9,17173063400000.0,79778021000000.0,3427979840000000.0,4961783100000000.0,2.610759e+16,5477359100000000.0,8.2859652e+16
D001,det10,17479325800000.0,81244071000000.0,3491559400000000.0,5021952700000000.0,2.63844718e+16,5549780600000000.0,8.3922422e+16
D001,det11,17798916000000.0,82737396000000.0,3555318490000000.0,5085953200000000.0,2.66229003e+16,5611999400000000.0,8.4847496e+16
D001,det12,18121646600000.0,84350018000000.0,3621960780000000.0,5150223100000000.0,2.68384628e+16,5669460600000000.0,8.5680632e+16
D001,det13,18439683800000.0,85764525000000.0,3686618000000000.0,5215538500000000.0,2.70377584e+16,5720976700000000.0,8.647406e+16
D001,det14,18771806400000.0,87289919000000.0,3756447700000000.0,5280047300000000.0,2.72303074e+16,5771714100000000.0,8.7193765e+16
D001,det15,19449276200000.0,90728781000000.0,3893556900000000.0,5414250300000000.0,2.75756566e+16,5864830700000000.0,8.8534697e+16
D001,det16,20222493700000.0,94141959000000.0,4041234600000000.0,5555965900000000.0,2.78981777e+16,5947137700000000.0,8.974202e+16
D001,det17,20976275400000.0,97607271000000.0,4193941100000000.0,5702598200000000.0,2.82122525e+16,6027476400000000.0,9.0918752e+16
D001,det18,21725123400000.0,101588080000000.0,4353552900000000.0,5858758700000000.0,2.85096415e+16,6105041000000000.0,9.2031585e+16
D001,det19,22620237900000.0,105496872000000.0,4522492500000000.0,6020682200000000.0,2.879895e+16,6178515000000000.0,9.3076874e+16
D001,det20,23445517900000.0,109671785000000.0,4696177300000000.0,6189427100000000.0,2.90841956e+16,6248551900000000.0,9.4116348e+16
D001,det21,25358406100000.0,118594202000000.0,5070119400000000.0,6547687000000000.0,2.9639218e+16,6387350000000000.0,9.6106007e+16
D001,det22,27395740100000.0,128213676000000.0,5470070800000000.0,6933774500000000.0,3.0183669e+16,6523694000000000.0,9.8021659e+16
D001,det23,30585605100000.0,143523953000000.0,6111629100000000.0,7545727700000000.0,3.0965715e+16,6713165900000000.0,1.00747692e+17
D001,det24,35260196200000.0,165445633000000.0,7011906100000000.0,8396512400000000.0,3.1941997e+16,6946851900000000.0,1.04077589e+17
D001,det25,39825929000000.0,187101111000000.0,7909909900000000.0,9224434400000000.0,3.2811603e+16,7150609100000000.0,1.07035714e+17
D002,det0,15738594800000.0,73145782000000.0,3164186390000000.0,4579464000000000.0,2.35959941e+16,4896200400000000.0,7.4163467e+16
D002,det1,15621240000000.0,72435781000000.0,3128775590000000.0,4639394100000000.0,2.42147064e+16,5030039900000000.0,7.6193438e+16
D002,det2,15683262800000.0,72813001000000.0,3144323640000000.0,4664033900000000.0,2.44948141e+16,5101241900000000.0,7.7262425e+16
D002,det3,15817995500000.0,73245533000000.0,3160511250000000.0,4686743100000000.0,2.47231443e+16,5158643400000000.0,7.812653e+16
D002,det4,15890362600000.0,73677952000000.0,3176995340000000.0,4707330400000000.0,2.49146377e+16,5209078700000000.0,7.8850801e+16
D002,det5,15990201500000.0,74124529000000.0,3195049610000000.0,4727499500000000.0,2.50784742e+16,5249474000000000.0,7.9490598e+16
D002,det6,16058962800000.0,74436404000000.0,3212172910000000.0,4747063400000000.0,2.52130998e+16,5286283800000000.0,8.0022171e+16
D002,det7,16181796300000.0,75049384000000.0,3235905140000000.0,4770171400000000.0,2.53799282e+16,5327763100000000.0,8.0659256e+16
D002,det8,16321841200000.0,75715723000000.0,3264116300000000.0,4801480400000000.0,2.55538575e+16,5374837600000000.0,8.1347216e+16
D002,det9,16456987600000.0,76423311000000.0,3294339020000000.0,4831350400000000.0,2.57137834e+16,5414480600000000.0,8.1954389e+16
D002,det10,16758204900000.0,77860363000000.0,3353468060000000.0,4889694500000000.0,2.59818664e+16,5485423700000000.0,8.3000803e+16
D002,det11,17068560500000.0,79218583000000.0,3411758130000000.0,4947458300000000.0,2.62098977e+16,5545451200000000.0,8.3898608e+16
D002,det12,17370272200000.0,80529033000000.0,3473040570000000.0,5005966100000000.0,2.64216311e+16,5601211500000000.0,8.470698e+16
D002,det13,17676576800000.0,81998368000000.0,3531048340000000.0,5065775600000000.0,2.66163101e+16,5654053400000000.0,8.5471919e+16
D002,det14,17969082600000.0,83459354000000.0,3593542460000000.0,5126633600000000.0,2.67973494e+16,5701729300000000.0,8.616922e+16
D002,det15,18584341100000.0,86463188000000.0,3721660900000000.0,5253075800000000.0,2.71275083e+16,5789565400000000.0,8.7431408e+16
D002,det16,19195296500000.0,89695625000000.0,3856214400000000.0,5381250200000000.0,2.74387364e+16,5868221200000000.0,8.8617611e+16
D002,det17,19897298800000.0,92803481000000.0,3994443500000000.0,5518596100000000.0,2.77423618e+16,5947789000000000.0,8.9756173e+16
D002,det18,20628400000000.0,96137531000000.0,4140193400000000.0,5660341200000000.0,2.80233243e+16,6019433000000000.0,9.0794947e+16
D002,det19,21445780500000.0,99981266000000.0,4293351700000000.0,5811306500000000.0,2.83080032e+16,6092262100000000.0,9.1837147e+16
D002,det20,22199399000000.0,103697451000000.0,4453544200000000.0,5967517600000000.0,2.85814855e+16,6160765200000000.0,9.2839024e+16
D002,det21,23885338600000.0,111689503000000.0,4789240800000000.0,6296586100000000.0,2.9111683e+16,6293447500000000.0,9.4729421e+16
D002,det22,25763202600000.0,120502487000000.0,5157795000000000.0,6652152800000000.0,2.9634514e+16,6422810300000000.0,9.6581924e+16
D002,det23,28694570900000.0,134533109000000.0,5749757900000000.0,7224126900000000.0,3.039683e+16,6607843400000000.0,9.921475e+16
D002,det24,32999040900000.0,154848666000000.0,6592525000000000.0,8025910900000000.0,3.1376882e+16,6840823800000000.0,1.02535412e+17
D002,det25,37422137800000.0,175895530000000.0,7457338400000000.0,8833823800000000.0,3.227632e+16,7049073900000000.0,1.0558359e+17
D003,det0,14625379300000.0,67729852000000.0,2948556750000000.0,4370904400000000.0,2.30216735e+16,4818531400000000.0,7.3045826e+16
D003,det1,14564783400000.0,67308532000000.0,2916792190000000.0,4427233700000000.0,2.36017238e+16,4944463200000000.0,7.496108e+16
D003,det2,14634352600000.0,67600698000000.0,2930838700000000.0,4447341400000000.0,2.38536787e+16,5009532100000000.0,7.5932822e+16
D003,det3,14666554600000.0,67850063000000.0,2943113300000000.0,4467799700000000.0,2.4065009e+16,5062106800000000.0,7.6738718e+16
D003,det4,14762964300000.0,68260785000000.0,2957381210000000.0,4486146200000000.0,2.42394203e+16,5108501000000000.0,7.7423783e+16
D003,det5,14825205500000.0,68645430000000.0,2971144580000000.0,4502831700000000.0,2.4390647e+16,5147350400000000.0,7.8010539e+16
D003,det6,14894015800000.0,69015718000000.0,2987335160000000.0,4520989100000000.0,2.45192034e+16,5181464900000000.0,7.8511929e+16
D003,det7,15051224600000.0,69495765000000.0,3007022380000000.0,4542114000000000.0,2.46791628e+16,5222408800000000.0,7.9130217e+16
D003,det8,15101991900000.0,70078137000000.0,3031368170000000.0,4568871900000000.0,2.48434023e+16,5265537100000000.0,7.9773806e+16
D003,det9,15238299600000.0,70607177000000.0,3055681190000000.0,4594465300000000.0,2.49855002e+16,5302937700000000.0,8.0330233e+16
D003,det10,15493904100000.0,71819860000000.0,3105018490000000.0,4644898400000000.0,2.52394148e+16,5369270300000000.0,8.1318212e+16
D003,det11,15718460300000.0,72813033000000.0,3155950560000000.0,4695608100000000.0,2.54546419e+16,5426873000000000.0,8.2158215e+16
